code_naf,code_rome,name,desc
10.71B,"",Cuisson de produits de boulangerie,"10.71B Cuisson de produits de boulangerie Cette sous-classe comprend : - la cuisson associée à la vente au détail de pains et de viennoiseries, à partir de pâtes et pâtons surgelés, sans possibilité de consommer sur place Cette sous-classe ne comprend pas : - l'exploitation d'un terminal de cuisson associée à la consommation sur place (cf. 56.10) - la préparation et la cuisson de pizzas à emporter ou livrées ; l'activité des « camions pizzas » (cf. 56.10C) Produits associés : 10.71.11p, 10.71.12p, 10.71.99p"
10.71C,"",Boulangerie et boulangerie-pâtisserie,"10.71C Boulangerie et boulangerie-pâtisserie Cette sous-classe comprend : - la fabrication à caractère artisanal associée à la vente au détail de pains, de viennoiseries (croissants par exemple), de pâtisseries fraîches, de gaufres et crêpes Cette sous-classe comprend aussi : - la fabrication à caractère artisanal de quiches, tartes salées, tourtes fraîches et de croque- monsieur crus, associée à la vente au détail de produits de boulangerie Cette sous-classe ne comprend pas : - la fabrication de quiches, tartes salées, tourtes et pizzas surgelées (cf. 10.85Z), de pizzas fraîches (cf. 10.89Z) Produits associés : 10.71.11p, 10.71.12p, 10.71.99p"
10.71D,"",Pâtisserie,10.71D Pâtisserie
10.72Z,"","Fabrication de biscuits, biscottes et pâtisseries de conservation","10.72.99 Opérations sous-traitées intervenant dans l'élaboration de biscottes, de biscuits et de pâtisseries de conservation CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires Par exemple : - préparation des ingrédients entrant dans la composition des produits concernés NC : - produits du même domaine, fabriqués par un sous-traitant propriétaire des intrants (voir postes précédents)"
10.73Z,"",Fabrication de pâtes alimentaires,"10.73Z Fabrication de pâtes alimentaires Cette sous-classe comprend : - la fabrication de pâtes alimentaires, non cuisinées, ni farcies ni autrement préparées, telles que les macaronis et les nouilles - la fabrication de pâtes alimentaires, farcies ou autrement préparées, à condition qu'elles soient crues - la fabrication de couscous (semoule) - la fabrication de produits frais, en conserve ou surgelés à base de pâtes Cette sous-classe ne comprend pas : - la fabrication de plats préparés à base de pâtes alimentaires (cf. 10.85Z) - la préparation de couscous garni (cf. 10.85Z) - la préparation de potages (cf. 10.89Z)"
10.81Z,"",Fabrication de sucre,"10.81Z Fabrication de sucre Cette sous-classe comprend : - la fabrication ou le raffinage du sucre (saccharose) et des succédanés du sucre obtenus à partir de jus de canne, de betterave, d'érable et de palme - la fabrication de sirops de sucre - la fabrication de mélasse - la production de sirop et de sucre d'érable Cette sous-classe ne comprend pas : - la fabrication de glucose, de sirop de glucose, de maltose (cf. 10.62Z) et de lactose (cf. 10.51D) - la fabrication d'édulcorants de synthèse (cf. 21.10Z) - la fabrication de sucrettes (cf. 10.89Z) Produits associés : 10.81.11, 10.81.12, 10.81.13, 10.81.14, 10.81.20, 10.81.99"
10.82Z,"","Fabrication de cacao, chocolat et de produits de confiserie","10.82Z Fabrication de cacao, chocolat et de produits de confiserie Cette sous-classe comprend : - la fabrication de cacao, de beurre de cacao, de graisse de cacao, d'huile et de poudre de cacao - la fabrication du chocolat et de confiseries au chocolat - la fabrication de confiseries : caramels, cachous, nougats, fondants, chocolat blanc - la fabrication de gommes à mâcher (chewing-gums) - la conservation dans le sucre de fruits (y compris à coque), d'écorces de fruits et d'autres parties de plantes - la fabrication de dragées et pastilles Cette sous-classe comprend aussi : - la fabrication de confiseries pharmaceutiques Cette sous-classe ne comprend pas : - la production de saccharose (cf. 10.81Z) Produits associés : 10.82.11, 10.82.12, 10.82.13, 10.82.14, 10.82.21, 10.82.22,"
10.83Z,"",Transformation du thé et du café,"10.83Z Transformation du thé et du café Cette sous-classe comprend : - la torréfaction et la décaféination du café - la production de café en grain, moulu, soluble, concentré, etc. - la fabrication de chicorée en grain, moulue, soluble et liquide et d'autres succédanés du café - la fabrication d'extraits et concentrés de café - le mélange et le conditionnement du thé et du maté, y compris en sachets - la fabrication d'extraits et de préparations à base de thé et de maté Cette sous-classe comprend aussi : - la fabrication de tisanes à base de plantes (menthe, verveine, camomille, etc.) Cette sous-classe ne comprend pas : - la production d'inuline (cf. 10.62Z) - la production de spiritueux, de bières, de vins et de boissons rafraîchissantes (cf. 11) - la préparation de produits botaniques à usage pharmaceutique (cf. 21.10Z) Produits associés : 10.83.11, 10.83.12, 10.83.13, 10.83.14, 10.83.15, 10.83.99"
10.84Z,"",Fabrication de condiments et assaisonnements,"10.84Z Fabrication de condiments et assaisonnements Cette sous-classe comprend : - la fabrication d'épices, de sauces et de condiments : mayonnaise, ketchup, farine de moutarde, moutarde préparée, etc. - la fabrication du vinaigre Cette sous-classe comprend aussi : - la transformation du sel pour le rendre propre à la consommation humaine, par exemple en sel iodé Cette sous-classe ne comprend pas : - la culture des épices (cf. 01.28Z) - la préparation des olives, cornichons et autres légumes condimentaires (cf. 10.39A) Produits associés : 10.84.11, 10.84.12, 10.84.21, 10.84.22, 10.84.23, 10.84.30,"
10.85Z,"",Fabrication de plats préparés,"10.85.1 Plats préparés Classification des Produits Française CPF rév. 2.1 105 Cette sous-classe comprend la fabrication industrielle de plats cuisinés élaborés prêts à être consommés (c'est-à-dire préparés, assaisonnés et cuits). Ces plats sont traités (congelés, réfrigérés, surgelés, appertisés ou sous-vide) en vue de leur conservation et généralement emballés et étiquetés pour la revente. Pour être considéré comme un plat préparé, une préparation doit contenir des ingrédients appartenant à au moins deux familles distinctes (hors assaisonnement) de produits parmi les suivantes : produits à base de viande, produits à base de poisson, crustacés ou mollusques, produits à base de légumes ou de fruits, produits à base de pâtes, produits à base d'œufs, de fromage ou de céréales. Cette sous-classe comprend : - la fabrication industrielle de plats préparés à base de viande ou de volaille - la fabrication industrielle de plats préparés à base de poisson, crustacés ou mollusques - la fabrication industrielle de plats préparés à base de légumes, y compris pommes de terre ou de fruits - la fabrication industrielle de plats préparés à base de pâtes - la fabrication industrielle de pizzas surgelées ou conservées d'une autre manière Cette sous-classe ne comprend pas : - la fabrication de préparations de produits frais ou ne comportant pas deux ingrédients (cf. sous- classe ad hoc de la division 10) - la fabrication de charcuteries (cf. 10.13A) - la fabrication artisanale de préparations périssables vendues en charcuterie avec vente au détail (cf. 10.13B) - la fabrication de préparations périssables telles que les préparations charcutières à base de légumes (cf. 10.39A) ou les sandwiches (cf. 10.89Z) - le commerce de gros de plats et de repas préparés (cf. 46.38B) - le commerce de détail de plats et repas préparés (cf. 47.11 et 47.29Z) - la préparation de plats et de repas pour consommation immédiate (cf. 56.10) - la préparation et la cuisson de pizzas à emporter ou livrées (cf. 56.10C) - les activités des entreprises fournissant des repas (cf. 56.29) - la préparation de plateaux-repas destinés aux transporteurs aériens et similaires et plus généralement à la restauration collective (cf. 56.29A) Produits associés : 10.85.11, 10.85.12, 10.85.13, 10.85.14, 10.85.19, 10.85.99"
10.86Z,"",Fabrication d'aliments homogénéisés et diététiques,"10.86Z Fabrication d'aliments homogénéisés et diététiques Cette sous-classe comprend : - la fabrication de denrées alimentaires destinées à une alimentation particulière : • préparations homogénéisées adaptées aux enfants • denrées alimentaires à valeur énergétique faible ou réduite destinées à un contrôle du poids • aliments diététiques destinés à des fins médicales spéciales • aliments pauvres en sodium, y compris les sels diététiques hyposodiques ou asodiques • aliments sans gluten • aliments destinés à des personnes affectées d'un métabolisme glucidique perturbé (diabétiques) • aliments adaptés à une dépense musculaire intense, en particulier pour les sportifs Produits associés : 10.86.10, 10.86.99"
10.89Z,"",Fabrication d'autres produits alimentaires n.c.a.,"10.89Z Fabrication d'autres produits alimentaires n.c.a. Cette sous-classe comprend : - la fabrication de préparations pour entremets, de desserts lactés de conservation, petits déjeuners en poudre ou granulés, etc. - la fabrication d'arômes alimentaires (caramel, etc.) - la fabrication de soupes, de potages ou de bouillons - la fabrication de succédanés du miel et de sucres et mélasses caramélisés - la préparation d'aliments préparés périssables tels que sandwiches et pizzas fraîches (non cuites) - la fabrication de levures - la production d'ovoproduits et d'ovalbumine - la fabrication de compléments alimentaires et d'autres produits alimentaires n.c.a. Cette sous-classe comprend aussi : - la fabrication d'extraits et de jus de viandes, de poissons, de crustacés et de mollusques - la fabrication de succédanés du lait ou du fromage - la production de concentrés pour la fabrication industrielle de boissons - la fabrication de poudres pour boissons instantanées Cette sous-classe ne comprend pas : - la préparation d'aliments préparés périssables à base de fruits ou de légumes (cf. 10.39) - la fabrication de pizzas surgelées (cf. 10.85Z) - la production de boissons alcooliques et de boissons rafraîchissantes (cf. 11) Produits associés : 10.89.11, 10.89.12, 10.89.13, 10.89.14, 10.89.15, 10.89.16,"
10.91Z,"",Fabrication d'aliments pour animaux de ferme,"10.91Z Fabrication d'aliments pour animaux de ferme Cette sous-classe comprend : - la fabrication de produits pour l'alimentation des animaux de ferme, y compris les aliments concentrés pour animaux et les aliments de complément - la préparation de produits non mélangés pour l'alimentation des animaux de ferme Cette sous-classe comprend aussi : - le traitement de déchets d'abattoir pour produire des aliments pour animaux Cette sous-classe ne comprend pas : - la production de farines de viandes (cf. 10.13A) ou de poissons destinées à l'alimentation des animaux (cf. 10.20Z) - la production de tourteaux oléagineux (cf. 10.41A) - les activités produisant des sous-produits pouvant être utilisés comme aliments pour animaux sans subir de traitement particulier, comme les oléagineux (cf. 10.41), les résidus de la minoterie (cf. 10.61) Produits associés : 10.91.10, 10.91.20, 10.91.99"
10.92Z,"",Fabrication d'aliments pour animaux de compagnie,"10.92.99 Opérations sous-traitées intervenant dans l'élaboration d'aliments pour animaux de compagnie CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires Par exemple : - préparation à façon des composants ou cuisson des aliments pour animaux de compagnie NC : - produits du même domaine, fabriqués par un sous-traitant propriétaire des intrants (voir postes précédents) Classification des Produits Française CPF rév. 2.1 113"
11.01Z,"",Production de boissons alcooliques distillées,"11.01Z Production de boissons alcooliques distillées Cette sous-classe comprend : - la fabrication de boissons alcoolisées distillées destinées à la consommation : whisky, cognac, gin, liqueurs, spiritueux consommés à l'eau, autres apéritifs à base d'alcools, etc. - la fabrication de boissons mélangées avec des boissons alcoolisées distillées - le mélange de spiritueux distillés - la fabrication d'alcools neutres Cette sous-classe comprend aussi : - le vieillissement des boissons alcoolisées distillées pour compte propre - les traitements œnologiques des boissons alcoolisées distillées Cette sous-classe ne comprend pas : - la fabrication de boissons alcoolisées non distillées (cf. 11.02 - 11.06Z) - la fabrication d'apéritifs à base de vins (cf. 11.02B) et de vermouths (cf. 11.04Z) - la fabrication d'apéritifs sans alcool (cf. 11.07B) - la fabrication d'alcool éthylique de synthèse (cf. 20.14Z) - la fabrication d'alcool éthylique de fermentation (cf. 20.14Z) - l'embouteillage et l'étiquetage simples dans le cadre du commerce de gros (cf. 46.34Z) et pour compte de tiers (cf. 82.92Z) - l'exploitation de cave pour vieillissement des boissons alcoolisées distillées, pour compte de tiers (cf. 52.10B) Produits associés : 11.01.10, 11.01.99"
11.02A,"",Fabrication de vins effervescents,"11.02A Fabrication de vins effervescents Cette sous-classe comprend : - la fabrication de champagnes - la production de vins mousseux et de crémants Cette sous-classe comprend aussi : - le mélange, la purification et l'embouteillage des vins effervescents - la fabrication de vin effervescent sans alcool ou faiblement alcoolisé - le vieillissement des vins effervescents pour compte propre - les traitements œnologiques des vins effervescents Cette sous-classe ne comprend pas : - la fabrication d'apéritifs à base de vins (cf. 11.02B) et de vins aromatisés (cf. 11.04Z) - l'exploitation de cave pour vieillissement du vin, pour compte de tiers (cf. 52.10B) - l'embouteillage et l'étiquetage simples dans le cadre du commerce de gros (cf. 46.34Z) et pour compte de tiers (cf. 82.92Z)"
11.02B,"",Vinification,"11.02B Vinification Cette sous-classe comprend : - la fabrication de vins à partir de raisins de cuve - la fabrication de vins à partir de moût de raisin concentré - la fabrication de vins doux naturels et de vins de liqueur Cette sous-classe comprend aussi : - le mélange, la purification et l'embouteillage du vin - la fabrication de vin sans alcool ou faiblement alcoolisé - la fabrication d'apéritifs à base de vins - le vieillissement des vins pour compte propre - les traitements œnologiques des vins Cette sous-classe ne comprend pas : - la fabrication de vins effervescents (cf. 11.02A) - la fabrication de vins aromatisés (cf. 11.04Z) - l'exploitation de cave pour vieillissement du vin, pour compte de tiers (cf. 52.10B) - l'embouteillage et l'étiquetage simples dans le cadre du commerce de gros (cf. 46.34Z) et pour compte de tiers (cf. 82.92Z) Produits associés : 11.02.12, 11.02.20, 11.02.99p"
11.03Z,"",Fabrication de cidre et de vins de fruits ,"11.03.99 Opérations sous-traitées dans le cadre de l'élaboration du cidre et d'autres vins de fruits CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires Par exemple : - pressage de fruits pour la fabrication de cidre et autres vins de fruits NC : - produits du même domaine, fabriqués par un sous-traitant propriétaire des intrants (voir postes précédents)"
11.04Z,"",Production d'autres boissons fermentées non distillées,"11.04.99 Opérations sous-traitées intervenant dans l'élaboration d'autres boissons fermentées non distillées CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires NC : - produits du même domaine, fabriqués par un sous-traitant propriétaire des intrants (voir postes précédents) Classification des Produits Française CPF rév. 2.1 117"
11.05Z,"",Fabrication de bière,"11.05.99 Opérations sous-traitées intervenant dans l'élaboration de la bière CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires NC : - produits du même domaine, fabriqués par un sous-traitant propriétaire des intrants (voir postes précédents)"
11.06Z,"",Fabrication de malt,"11.06.99 Opérations sous-traitées intervenant dans l'élaboration du malt CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires NC : - produits du même domaine, fabriqués par un sous-traitant propriétaire des intrants (voir postes précédents)"
11.07A,"",Industrie des eaux de table,"11.07A Industrie des eaux de table Cette sous-classe comprend : - la production d'eaux minérales naturelles et d'autres eaux embouteillées Cette sous-classe ne comprend pas : - la fabrication de glace (cf. 35.30Z) - l'embouteillage et l'étiquetage simples dans le cadre du commerce de gros (cf. 46.34Z) et pour compte de tiers (cf. 82.92Z) Produits associés : 11.07.11, 11.07.99p"
11.07B,"",Production de boissons rafraîchissantes,"11.07B Production de boissons rafraîchissantes Cette sous-classe comprend : - la production de boissons rafraîchissantes non alcoolisées, édulcorées et/ou aromatisées telles que citronnade, orangeade, cola, boissons au thé, boissons énergétiques, boissons à base de fruits, tonics, etc. - la production de sirops de fruits - la production de boissons sans alcool diverses Cette sous-classe comprend aussi : - la production « d'apéritifs » sans alcool - la production de laits aromatisés"
12.00Z,"",Fabrication de produits à base de tabac,"12.00.99 Opérations sous-traitées intervenant dans l'élaboration de produits à base de tabac CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires Par exemple : - préparation à façon du tabac NC : - produits du même domaine, fabriqués par un sous-traitant propriétaire des intrants (voir postes précédents) Classification des Produits Française CPF rév. 2.1 123"
13.10Z,"",Préparation de fibres textiles et filature,"13.10Z Préparation de fibres textiles et filature Cette sous-classe comprend : - la préparation des fibres textiles : • le lavage, le dégraissage, le carbonisage et le peignage de la laine, la teinture de la laine de tonte • le cardage et le peignage de tout type de fibres d'origine animale, végétale ou de fibres artificielles ou synthétiques • le dévidage des cocons ; le cardage et le lavage des déchets de soie • le teillage du lin - l'effilochage - la filature par toutes techniques de tous types de fils : • la filature de l'industrie cotonnière et de l'industrie lainière (cycles cardé ou peigné) • la filature et le moulinage de soierie • la fabrication de fils à coudre à partir de toute matière textile, y compris les mélanges, pour la confection et les usages domestiques • la fabrication de fils à tricoter ou à crocheter à la main • la texturation, le moulinage, le retordage, le câblage et l'adhérisation de fils de filaments artificiels ou synthétiques Cette sous-classe comprend aussi : - la préparation et la filature d'autres fibres textiles telles les fibres de jute ou les fibres dures - la fabrication de fils de papier Cette sous-classe ne comprend pas : - le rouissage des végétaux donnant des fibres textiles telles que le jute ou le lin (cf. 01.16Z) - l'égrenage du coton (cf. 01.63Z) - la fabrication de fibres de verre (cf. 23.14Z) - la fabrication de fibres artificielles ou synthétiques (cf. 20.60Z) - la filature des fibres d'amiante (cf. 23.99Z) Produits associés : 13.10.10, 13.10.21, 13.10.22, 13.10.23, 13.10.24, 13.10.25,"
13.20Z,"",Tissage,"13.20.11 Tissus de soie ou de déchets de soie CC : - tissus à prépondérance de soie Classification des Produits Française CPF rév. 2.1 127 • la fabrication de soieries • le tissage de lin, ramie, chanvre, jute, fibres dures et fils spéciaux • le tissage de matières textiles synthétiques analogues (polypropylène, polyéthylène, etc.) pour emballage • la fabrication de tissus en fibres de verre • la fabrication de fils de carbone tissé ou d'aramide • la fabrication d'imitations de fourrure par tissage et de fourrures artificielles Cette sous-classe ne comprend pas : - la fabrication d'étoffes à mailles (cf. 13.91Z) - la fabrication de tapis et moquettes (cf. 13.93Z) - la fabrication d'articles de rubanerie et de passementerie (cf. 13.96Z) - la fabrication de non-tissés et de feutres (cf. 13.99Z) Produits associés : 13.20.11, 13.20.12, 13.20.13, 13.20.14, 13.20.19, 13.20.20,"
13.30Z,"",Ennoblissement textile,"13.30Z Ennoblissement textile Cette sous-classe comprend : - l'ennoblissement textile pour compte de tiers tels que : • le blanchiment, la teinture et l'apprêt de fibres, de fils, de tissus et d'articles en textile, y compris les vêtements • l'apprêtage, le séchage, le vaporisage, le décatissage, le stoppage, le sanforisage, le mercerisage de textiles et d'articles textiles, y compris les vêtements Cette sous-classe comprend aussi : - la décoloration des jeans - le plissage et les opérations similaires effectuées sur des textiles - l'imperméabilisation, l'enduction, le caoutchoutage ou l'imprégnation de vêtements - l'ennoblissement textile d'articles vestimentaires en cuir Cette sous-classe ne comprend pas : - la fabrication de tissus textiles imprégnés, enduits, couverts ou stratifiés avec du caoutchouc, où le caoutchouc est le constituant principal (cf. 22.19Z) Produits associés : 13.30.11, 13.30.12, 13.30.13 13.9 FABRICATION D'AUTRES TEXTILES Ce groupe comprend la fabrication d'articles confectionnés en matière textile à l'exception des articles vestimentaires, tels que le linge de maison, les tapis et carpettes, les ficelles, les articles de rubanerie, les ouvrages de passementerie et articles analogues, etc."
13.91Z,"",Fabrication d'étoffes à mailles,"13.91.99 Opérations sous-traitées intervenant dans la fabrication d'étoffes à maille CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires NC : - produits du même domaine, fabriqués par un sous-traitant propriétaire des intrants (voir postes précédents)"
13.92Z,"","Fabrication d'articles textiles, sauf habillement","13.92 Articles textiles confectionnés, sauf habillement CC : - articles tissés ou à maille NC : - articles d'habillement (14) Classification des Produits Française CPF rév. 2.1 131 Cette sous-classe comprend : - la fabrication d'articles en toutes matières textiles y compris en étoffes à mailles : • couvertures et plaids • linge de maison tel que linge de lit, de table, de toilette ou de cuisine • édredons, couettes, coussins, poufs, oreillers, sacs de couchage etc. - la fabrication d'articles textiles d'ameublement : • rideaux, draperies, stores, couvre-lits, housses pour machines et mobilier, etc. • bâches, bannes et stores d'extérieur, tentes, matériel de campement en textile, voiles de bateau, housses de protection pour voitures, appareils ou meubles, etc. • drapeaux, bannières, banderoles et fanions • chiffons à poussière, serpillières, torchons et articles similaires, gilets de sauvetage, parachutes etc. Cette sous-classe comprend aussi : - la fabrication de tapisseries tissées à la main - la fabrication de la partie textile des couvertures chauffantes Cette sous-classe ne comprend pas : - la fabrication d'articles textiles à usage technique (cf. 13.96Z) - les activités des tapissiers décorateurs - la fabrication des draps chirurgicaux (cf. 32.50A) Produits associés : 13.92.11, 13.92.12, 13.92.13, 13.92.14, 13.92.15, 13.92.16,"
13.93Z,"",Fabrication de tapis et moquettes,"13.93Z Fabrication de tapis et moquettes Cette sous-classe comprend : - la fabrication de revêtements de sols en matières textiles : • tapis, moquettes, paillassons, nattes, etc. Cette sous-classe comprend aussi : - la fabrication de revêtements de sol en feutres aiguilletés Cette sous-classe ne comprend pas : - la fabrication de nattes et de paillassons tressés (cf. 16.29Z) - la fabrication de revêtements de sol en liège (cf. 16.29Z) - la fabrication de revêtements de sol souples tels que le linoléum (cf. 22.23Z) Produits associés : 13.93.11, 13.93.12, 13.93.13, 13.93.19, 13.93.99"
13.94Z,"","Fabrication de ficelles, cordes et filets","13.94Z Fabrication de ficelles, cordes et filets Cette sous-classe comprend : - la fabrication de ficelles, cordes et cordages, même imprégnés, enduits ou recouverts ou gainés de caoutchouc ou de matière plastique - la fabrication de filets à mailles nouées obtenus à partir de ficelles, de cordes ou de cordages - la fabrication d'articles de corderie : • défenses de bateaux, coussins de déchargement, élingues, brides de chargement, cordes ou câbles équipés d'anneaux métalliques, etc. - la fabrication de filets confectionnés pour la pêche Cette sous-classe ne comprend pas : - la fabrication de filets à cheveux (cf. 14.19Z) - la fabrication de câbles métalliques (cf. 25.93Z) - la fabrication de filets montés pour la pratique des sports (cf. 32.30Z) Produits associés : 13.94.12, 13.94.20, 13.94.99 121212121212"
13.95Z,"","Fabrication de non-tissés, sauf habillement","13.95.99 Opérations sous-traitées intervenant dans la fabrication de non-tissés et d'articles en non-tissés, sauf habillement CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires NC : - produits du même domaine, fabriqués par un sous-traitant propriétaire des intrants (voir postes précédents)"
13.96Z,"",Fabrication d'autres textiles techniques et industriels,"13.96Z Fabrication d'autres textiles techniques et industriels Cette sous-classe comprend : - la fabrication d'articles de rubanerie, y compris les rubans sans trame, en fils ou fibres parallélisés et encollés - la fabrication d'ouvrages de passementerie et d'articles ornementaux analogues : tresses, glands, pompons, etc. - la fabrication d'étiquettes et d'écussons en matières textiles - la fabrication de tissus imprégnés, enduits ou recouverts de matière plastique ou stratifiés avec de la matière plastique - la fabrication d'autres tissus traités ou enduits : toiles à calquer ou transparentes pour le dessin, toiles préparées pour la peinture, bougrans et tissus raidis similaires, tissus enduits de colle ou de matières amylacées - la fabrication de fils ou de tresses métalliques, même guipés, de fils ou de câbles de caoutchouc recouverts de textile, de fils textiles ou de lames recouverts, imprégnés, enduits ou gainés de caoutchouc ou de matière plastique - la fabrication d'articles textiles techniques divers : • nappes tramées pour pneumatiques obtenues à partir de fils synthétiques ou artificiels à haute ténacité • étoffes tubulaires, tuyaux pour pompes, courroies transporteuses ou de transmission (renforcées ou non de métal ou d'autres matériaux), gazes et toiles à bluter, étamines • garnitures pour automobiles • mèches, manchons à incandescence et étoffes tubulaires servant à leur fabrication • toiles pour machines à papier Cette sous-classe ne comprend pas : - la fabrication de bandes de transmission ou de convoyage en tissu, fil ou câble imprégnés, enduits, recouverts ou stratifiés avec du caoutchouc, où le caoutchouc est le constituant principal (cf. 22.19Z) - la fabrication de plaques ou de feuilles de caoutchouc ou de plastique cellulaire combinées avec des textiles seulement à des fins de renforcement (cf. 22.19Z et 22.21Z) - la fabrication de toiles en fils métalliques (cf. 25.93Z) Produits associés : 13.96.11, 13.96.12, 13.96.13, 13.96.14, 13.96.15, 13.96.16,"
13.99Z,"",Fabrication d'autres textiles n.c.a.,"13.99.99 Opérations sous-traitées intervenant dans la fabrication d'autres textiles n.c.a. CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires NC : - produits du même domaine, fabriqués par un sous-traitant propriétaire des intrants (voir postes précédents) Classification des Produits Française CPF rév. 2.1 139"
14.11Z,"",Fabrication de vêtements en cuir,"14.11Z Fabrication de vêtements en cuir Cette sous-classe comprend : - la fabrication de vêtements en cuir naturel ou en simili cuir (manteaux, vestes, blousons, costumes, pantalons), y compris de vêtements de travail en cuir Cette sous-classe ne comprend pas : - la fabrication de gants et autres accessoires de l'habillement en cuir (cf. 14.19Z) - la fabrication d'articles en fourrures (cf. 14.20Z) - la fabrication de gants et coiffures de sport en cuir (cf. 32.30Z) - la fabrication de vêtements de sécurité résistants au feu et de protection (cf. 32.99Z) Produits associés : 14.11.10, 14.11.99"
14.12Z,"",Fabrication de vêtements de travail,"14.12.99 Opérations sous-traitées intervenant dans la confection de vêtements de travail CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires Par exemple : - découpe à façon des pièces de tissus - broderie à façon sur articles d'habillement NC : - produits du même domaine, fabriqués par un sous-traitant propriétaire des intrants (voir postes précédents)"
14.13Z,"",Fabrication de vêtements de dessus,"14.13Z Fabrication de vêtements de dessus Cette sous-classe comprend : - la fabrication de vêtements de dessus pour hommes, femmes et enfants à partir de tissus, d'étoffes à mailles, de non-tissés, etc. : • manteaux, vêtements de pluie, anoraks, costumes, tailleurs, ensembles, robes, vestes, pantalons, jupes, etc. Cette sous-classe comprend aussi : - la fabrication de tous types de vêtements, exécutée sur mesure par des tailleurs, couturiers et couturières - la création-fabrication de vêtements de haute couture - la fabrication de parties des articles énumérés Cette sous-classe ne comprend pas : - la fabrication de vêtements en fourrures (cf. 14.20Z) - la fabrication de vêtements en caoutchouc ou en matières plastiques non assemblés par couture, mais simplement collés (cf. 22.19Z et 22.29B) - la confection d'articles orthopédiques (cf. 32.50A) - la fabrication de vêtements de sécurité résistants au feu et de protection (cf. 32.99Z) - la conception de modèles de vêtements (cf. 74.10Z) Produits associés : 14.13.11, 14.13.12, 14.13.13, 14.13.14, 14.13.21, 14.13.22,"
14.14Z,"",Fabrication de vêtements de dessous,"14.14.99 Opérations sous-traitées intervenant dans la confection de vêtements de dessous CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires Par exemple : - découpe à façon des pièces de tissus - broderie à façon sur articles d'habillement NC : - produits du même domaine, fabriqués par un sous-traitant propriétaire des intrants (voir postes précédents)"
